rms,kurtosis,skewness,peak_to_peak,peak,crest_factor,standard deviation,shape_factor,dominant_freq,freq_energy,file,file_index,RUL
0.07824754763529333,0.32975824899322603,0.025824338304817767,0.764,0.415,5.303680595004558,0.07821656732108538,1.2664697563104246,985.3515625,1285031.1220320002,2004.02.12.18.32.39,48,936
0.0769698265505305,0.4243128403754697,0.04660765159645515,0.771,0.405,5.261802165217542,0.0769404413543266,1.2696053864005032,985.3515625,1243365.9563860004,2004.02.12.18.42.39,49,935
0.07847964256337435,0.5533985473990728,-0.04187085212781422,0.792,0.396,5.045894541125359,0.0784566088423693,1.2758020518221904,985.3515625,1292404.7101540002,2004.02.12.18.52.39,50,934
0.07853956351488958,0.5791138307510244,-0.023830270412440444,0.8300000000000001,0.427,5.436750357277566,0.07851550116945437,1.2742909051322415,985.3515625,1294411.1595600005,2004.02.12.19.02.39,51,933
0.07938090836770041,0.6276825132083981,0.01321548516911775,0.9930000000000001,0.532,6.7018633439632875,0.07935929787647265,1.2723111384447157,984.375,1322203.3498300002,2004.02.12.19.12.39,52,932
0.07691333012919477,0.3985078570542333,-0.047841962943301286,0.738,0.386,5.018635902926301,0.07688593782324185,1.2696388048305969,985.3515625,1241484.7843580004,2004.02.12.19.22.39,53,931
0.07662792325938943,0.42524278547334715,0.01591809136550435,0.793,0.4,5.220029239810919,0.0766034706411227,1.26979004725468,985.3515625,1232199.5649120002,2004.02.12.19.32.39,54,930
0.07833920727505721,0.613387552300388,0.05082672091478194,0.7909999999999999,0.442,5.642130107955924,0.07831092036327802,1.2746492302651182,984.375,1287957.8455360003,2004.02.12.19.42.39,55,929
0.07738031364276786,0.4843217611881623,-0.010552538081734173,0.813,0.461,5.957587638223358,0.07734228926780076,1.270200245266761,985.3515625,1256948.2194120002,2004.02.12.19.52.39,56,928
0.07742347280137335,0.44941512079219237,0.007369960546107674,0.835,0.452,5.8380228068506685,0.07739667641153741,1.2699834230954459,985.3515625,1257984.7783360002,2004.02.12.20.02.39,57,927
0.07599751100981861,0.2985831400319756,-0.006799371971470107,0.694,0.347,4.565939007596826,0.07596992815109205,1.262435557679742,985.3515625,1212114.55568,2004.02.12.20.12.39,58,926
0.07812885896719358,0.3479309532451049,0.01652104161192015,0.737,0.388,4.9661546978808655,0.0781090853466685,1.2680170632179293,985.3515625,1280772.3317400003,2004.02.12.20.22.39,59,925
0.0786632849704597,0.41299062915361917,-0.0018897816381499674,0.7789999999999999,0.413,5.250225694936249,0.07864043941895045,1.266904847663075,985.3515625,1298452.6280560002,2004.02.12.20.32.39,60,924
0.07712632634090483,0.3950734414213919,0.008946704887335458,0.669,0.342,4.434283547855389,0.07709218438354404,1.268885842614438,985.3515625,1248587.356176,2004.02.12.20.42.39,61,923
0.07930147000233508,0.47239362493033044,-0.011074794184598842,0.777,0.391,4.930551728593263,0.07926025001588238,1.2736294812831408,985.3515625,1320199.4088820003,2004.02.12.20.52.39,62,922
0.0769426198413264,0.3944622448109758,-0.0011731127230121762,0.7689999999999999,0.408,5.302652818962897,0.07691473137716869,1.268530319961524,985.3515625,1242448.79826,2004.02.12.21.02.39,63,921
0.0771994016001541,0.37800827777844237,0.03338287419999933,0.774,0.388,5.025945693330679,0.07717660830160832,1.2689738810272833,985.3515625,1250587.0144200004,2004.02.12.21.12.39,64,920
0.07699636792620886,0.43648657223523335,0.04034053299808253,0.752,0.381,4.94828535763063,0.07697548805816472,1.2688791573522336,985.3515625,1243957.8661000002,2004.02.12.21.22.39,65,919
0.0774460721521555,0.4911372191123604,0.04239872022316878,0.8420000000000001,0.459,5.926704702314913,0.07742266494287933,1.273523277877234,985.3515625,1258609.7488000004,2004.02.12.21.32.39,66,918
0.07664165646604577,0.34600497216470494,0.04990645163129154,0.7130000000000001,0.393,5.127759734343805,0.0766164975079725,1.266574239105129,985.3515625,1232660.4411200003,2004.02.12.21.42.39,67,917
0.07695564843578329,0.4469901117158317,-0.0126964097722316,0.755,0.386,5.015876129249993,0.07693101411986752,1.2717242514258755,985.3515625,1242764.3147280002,2004.02.12.21.52.39,68,916
0.0773247059887718,0.4880416166718633,0.04372833456528372,0.825,0.444,5.742019892897783,0.07728708668930986,1.272908330158354,984.375,1255125.51291,2004.02.12.22.02.39,69,915
0.07577292447823547,0.5881648615563311,0.03175156805882327,0.861,0.5,6.598663090318189,0.07572478230967107,1.2756416050471162,985.3515625,1205616.766736,2004.02.12.22.12.39,70,914
0.07668913124793174,0.3623983965568214,0.03204329748120239,0.74,0.391,5.09850605473569,0.07666611091522911,1.267001992521577,985.3515625,1234114.561152,2004.02.12.22.22.39,71,913
0.07740031675131004,0.5401611783934817,0.0037309822695518772,0.8029999999999999,0.439,5.67181141403494,0.07736800711452542,1.2736585434393293,985.3515625,1257406.2336040002,2004.02.12.22.32.39,72,912
0.07795509180220767,0.3260740035745182,-0.030949995995736067,0.781,0.398,5.105503576467198,0.07793970891358244,1.262615340292231,985.3515625,1274940.0831280001,2004.02.12.22.42.39,73,911
0.07882041185009597,0.3948251135159331,-0.005168130137509349,0.769,0.437,5.544249132205821,0.07879662162435938,1.2734773298931714,985.3515625,1303663.241962,2004.02.12.22.52.39,74,910
0.07756062271096398,0.34016117779744404,0.010694172240866755,0.7250000000000001,0.383,4.938072782464381,0.07753322072782182,1.2664553994528505,985.3515625,1262464.4664320003,2004.02.12.23.02.39,75,909
0.07689052656973988,0.44613462626943257,-0.052644835621481575,0.694,0.352,4.577937175143874,0.0768620850433046,1.2728274877712094,985.3515625,1240784.9517040001,2004.02.12.23.12.39,76,908
0.07824627430976747,0.4445772787585356,-0.009280108908770561,0.854,0.432,5.521029644041128,0.07822026971915784,1.2703898236689213,985.3515625,1284827.6530200003,2004.02.12.23.22.39,77,907
0.07672532972039368,0.6543006059840124,0.02457942394455277,0.808,0.415,5.408904745178208,0.076706570747191,1.2782967316202947,985.3515625,1235149.5885720002,2004.02.12.23.32.39,78,906
0.07738254866499697,0.38635508272233343,-0.0226081924091523,0.786,0.427,5.518040015049906,0.07737065656039942,1.2719925489773685,985.3515625,1256172.7788440003,2004.02.12.23.42.39,79,905
0.07699061808712475,0.44905515943385454,0.03117428942017049,0.71,0.361,4.688882995996762,0.07695148303664459,1.27286600763696,985.3515625,1244361.8579200003,2004.02.12.23.52.39,80,904
0.07482262488921716,0.30274620550562537,0.01369147035072213,0.706,0.369,4.931663391204782,0.07479142203837336,1.26536727128616,985.3515625,1175053.757642,2004.02.13.00.02.39,81,903
0.07733855853789073,0.58162761268939,-0.026196212632781695,0.904,0.457,5.90908349780143,0.07730518236640493,1.274523493246344,985.3515625,1255441.7420940003,2004.02.13.00.12.39,82,902
0.07679397533945942,0.31943993758112743,0.006857906365208842,0.716,0.374,4.8701737128046005,0.0767718692892115,1.2644622013408313,985.3515625,1237466.29345,2004.02.13.00.22.39,83,901
0.077721765308917,0.43935923864966187,0.007062047350268267,0.754,0.42,5.40389166832027,0.07770301804785824,1.2719881103569735,985.3515625,1267431.0823560003,2004.02.13.00.32.39,84,900
0.0773589786144157,0.5730646490077822,0.052688954968028286,0.781,0.442,5.713622489809271,0.07733765888729578,1.2734633087478173,985.3515625,1255712.03106,2004.02.13.00.42.39,85,899
0.07689176995692956,0.26313045713724614,-0.013550677377818114,0.755,0.403,5.24113309169158,0.07684285540653787,1.2623325523375533,985.3515625,1241482.1265880002,2004.02.13.00.52.39,86,898
0.07492218065631082,0.44095646881747097,-0.004973227870961826,0.718,0.359,4.7916384287696365,0.07489928008879172,1.272446438998239,984.375,1177920.1339520002,2004.02.13.01.02.39,87,897
0.07763068115281484,0.6069125322892983,0.05105431945917985,0.872,0.452,5.822440216777755,0.0776150336067212,1.275976037079736,985.3515625,1264361.1508780003,2004.02.13.01.12.39,88,896
0.07778453061583003,0.42031091089811445,-0.014118265366716617,0.721,0.374,4.808153974048495,0.07776034071566805,1.2711269884556822,985.3515625,1269656.7333600002,2004.02.13.01.22.39,89,895
0.07858931119423541,0.3801399430969199,-0.04865005906612908,0.771,0.393,5.000680041954953,0.07854299264982698,1.2664275404203627,984.375,1296784.3766280003,2004.02.13.01.32.39,90,894
0.07599053317889341,0.3464396355508277,-0.01964124786219985,0.732,0.376,4.947984759033577,0.07594613449074082,1.265310301361452,985.3515625,1212420.3712620002,2004.02.13.01.42.39,91,893
0.07671097179256287,0.358155992917113,-0.005701541338311305,0.718,0.386,5.031874723785245,0.07668904663489619,1.2663463688492405,985.3515625,1234772.5608200002,2004.02.13.01.52.39,92,892
0.07504429291050387,0.3535492935283626,-0.023618485785143147,0.767,0.425,5.663322066434091,0.07501633557018661,1.264240734214642,985.3515625,1181910.863334,2004.02.13.02.02.39,93,891
0.07824627774193958,0.5428820813815229,0.02389127430634647,0.755,0.403,5.150404742946567,0.07822606699390491,1.2726589336041927,985.3515625,1284636.9987580003,2004.02.13.02.12.39,94,890
0.07745035456261644,0.5008486498061995,0.021631831526954574,0.764,0.42,5.422828628375636,0.07743030001138924,1.2763905186587254,985.3515625,1258640.03664,2004.02.13.02.22.39,95,889
0.07831602988602893,0.5366345309682168,-0.0037356983017462365,0.845,0.437,5.579955989035113,0.07829629476519134,1.2739583526800835,985.3515625,1286915.4207320004,2004.02.13.02.32.39,96,888
0.07656014919860397,0.3892193620919868,0.010592670221423427,0.8029999999999999,0.444,5.799361739071638,0.07652371351325286,1.2682000837841805,985.3515625,1230400.8106240002,2004.02.13.02.42.39,97,887
0.0776802038005823,0.45086148262336545,0.012000841891185072,0.759,0.381,4.904724516146854,0.0776539195149843,1.271945221711004,985.3515625,1266321.829834,2004.02.13.02.52.39,98,886
0.07571563009461785,0.39253390254036225,-0.012775323005232105,0.774,0.396,5.230095813838433,0.07569132158473815,1.2652612469526416,985.3515625,1203028.7322880002,2004.02.13.03.02.39,99,885
0.07794620572117751,0.5248632368505843,0.03296497595720991,0.749,0.388,4.977792009375291,0.0779258334891341,1.2758815129656882,985.3515625,1274813.2253200004,2004.02.13.03.12.39,100,884
0.07659392690463046,0.4165630099460307,-0.06115951499883136,0.75,0.381,4.974284716781726,0.07655343633445863,1.269058299339949,985.3515625,1231621.1922960002,2004.02.13.03.22.39,101,883
0.07639991985536536,0.4453741256774362,-0.04788269964002151,0.867,0.469,6.1387498951291555,0.07637900854794992,1.269540320363078,985.3515625,1224765.60525,2004.02.13.03.32.39,102,882
0.07663180186215528,0.4007797505176063,-0.018045275410609678,0.7010000000000001,0.371,4.841332070820311,0.07660424736225324,1.271634332357194,985.3515625,1232422.1555040004,2004.02.13.03.42.39,103,881
0.07728281753869194,0.5316575196159739,0.04180555990428892,0.833,0.437,5.654555746252577,0.0772601424092203,1.2736725361821586,985.3515625,1253286.988304,2004.02.13.03.52.39,104,880
0.0776406155665118,0.4422063380916783,-0.002657138132887269,0.7889999999999999,0.425,5.473939083287129,0.07761026090357093,1.268776192571538,985.3515625,1265163.7095280003,2004.02.13.04.02.39,105,879
0.0768205504579097,0.43609996973448073,-0.0015293163511522047,0.8029999999999999,0.425,5.532373791474708,0.07680829639898158,1.271768831686442,985.3515625,1238004.6049020002,2004.02.13.04.12.39,106,878
0.07606189688801565,0.4773209140232173,0.01675114838958288,0.786,0.42,5.521818639605547,0.07604144332532264,1.2712125302994692,985.3515625,1213940.7842240003,2004.02.13.04.22.39,107,877
0.07604057915175538,0.44794546568858795,0.035843413948331175,0.708,0.369,4.852672140536711,0.0760203773412639,1.2700291885489818,985.3515625,1213252.8184000002,2004.02.13.04.32.39,108,876
0.07735977517064747,0.418356203515617,0.035003250021441536,0.745,0.381,4.9250401666700085,0.07733958012969694,1.2673236577230016,985.3515625,1255702.2788400003,2004.02.13.04.42.39,109,875
0.07650372776099296,0.47653814406220185,-0.005769643314559978,0.6950000000000001,0.361,4.71872431011216,0.07647438708791138,1.2729850338153772,985.3515625,1228365.648396,2004.02.13.04.52.39,110,874
0.07627544849405181,0.387836383529768,-0.02038468357291255,0.718,0.364,4.7721777739318805,0.07626393747486522,1.268352897221192,985.3515625,1220478.4000640002,2004.02.13.05.02.39,111,873
0.07797731008871667,0.4254419235589375,-0.009992832870421908,0.766,0.417,5.347709475045613,0.0779639045172761,1.272177058092404,985.3515625,1275603.4701760001,2004.02.13.05.12.39,112,872
0.0760653325402126,0.4506324194814031,-0.021145094206746352,0.782,0.413,5.42954308103056,0.07603626725856104,1.2713737013812534,985.3515625,1214325.493548,2004.02.13.05.22.39,113,871
0.07680503453601284,0.4783552562370219,0.03110930720074883,0.726,0.374,4.8694724539787355,0.07678033455909639,1.2726652070470903,985.3515625,1237908.31538,2004.02.13.05.32.39,114,870
0.07551238321978224,0.39842733314306056,-0.027523553818598813,0.7569999999999999,0.408,5.403087316321316,0.07548887260011546,1.2692198417191702,985.3515625,1196563.1397200003,2004.02.13.05.42.39,115,869
0.07894839654107137,0.5276336298870357,0.05883137513247765,0.896,0.452,5.725258774126663,0.07893320627478842,1.2678077859247636,985.3515625,1307618.6194560002,2004.02.13.05.52.39,116,868
0.07721538210988145,0.48623241964420094,0.005938576498637226,0.766,0.388,5.024905522682722,0.07720121432298076,1.2722212595417315,985.3515625,1250823.0877500002,2004.02.13.06.02.39,117,867
0.07775822278664488,0.5105274416299461,-0.02518303589598405,0.776,0.393,5.054127858327267,0.07772789904953778,1.2716590081789927,985.3515625,1268997.0254720002,2004.02.13.06.12.39,118,866
0.07727334295376381,0.6148985783371206,-0.025768231835504078,0.825,0.417,5.396427591459453,0.07726495728799573,1.2735020413050826,985.3515625,1252516.7748000002,2004.02.13.06.22.39,119,865
0.07669008183816046,0.4040831221348422,0.02031325811719205,0.832,0.422,5.502667227432996,0.07666411801261451,1.2657393111307154,985.3515625,1234244.25808,2004.02.13.06.32.39,120,864
0.07812782526141454,0.5378888733945129,-0.03198501257192973,0.788,0.405,5.183812535993112,0.07809946968492934,1.275471936529845,985.3515625,1281017.133292,2004.02.13.06.42.39,121,863
0.07781836762515486,0.40024557667388017,-0.01535963177763441,0.798,0.437,5.615640797105841,0.0778033027084582,1.2672791882925236,985.3515625,1270463.553762,2004.02.13.06.52.39,122,862
0.07918462868462461,0.45079434863515155,-0.020519835462744104,0.74,0.381,4.811539895166286,0.07916833869305943,1.272909884970469,985.3515625,1315495.5806800004,2004.02.13.07.02.39,123,861
0.07639264641168841,0.3466352920025497,0.010150521142345787,0.708,0.366,4.791037059085315,0.07637200647852678,1.2659906704855275,985.3515625,1224524.35017,2004.02.13.07.12.39,124,860
0.07713871940374692,0.44450532856110847,-0.0300330118978725,0.784,0.43,5.5743730687226485,0.07709862999292606,1.273006424970779,985.3515625,1249179.48752,2004.02.13.07.22.39,125,859
0.07619743481420897,0.33801379859629943,-0.01448693638279503,0.752,0.376,4.934549318055063,0.07616066037723133,1.265464066790035,985.3515625,1218787.50938,2004.02.13.07.32.39,126,858
0.07634856558440947,0.47145812634496664,0.025411121434392933,0.73,0.374,4.898585810188051,0.07631986587115701,1.2729785300747007,985.3515625,1223370.473928,2004.02.13.07.42.39,127,857
0.076352099612482,0.3800510420069867,-0.00911817288507245,0.72,0.4,5.238886710780227,0.07633001267470356,1.2681684402611382,985.3515625,1223271.174916,2004.02.13.07.52.39,128,856
0.07497011253451272,0.3385783303104972,-0.005885893413835125,0.6839999999999999,0.347,4.628511126220565,0.07495282172648467,1.2651473666095536,985.3515625,1179246.4024980003,2004.02.13.08.02.39,129,855
0.07599478131496513,0.24450732740910164,-0.028211285443517607,0.662,0.332,4.3687210391988,0.07595488505746131,1.2643808101718332,985.3515625,1212415.423492,2004.02.13.08.12.39,130,854
0.07637512818370995,0.6446447698043443,0.035058670314030066,0.884,0.464,6.075276219293686,0.07634582203722166,1.275392158786432,985.3515625,1224240.9524920003,2004.02.13.08.22.39,131,853
0.0761586642390206,0.34681160295797664,-0.03312087227838001,0.711,0.364,4.779495591697907,0.07614566658147008,1.2682016006627843,985.3515625,1216793.0403520004,2004.02.13.08.32.39,132,852
0.07675040716504376,0.4102122577509011,-0.0007493083957233955,0.757,0.386,5.029289280120002,0.07671784801069455,1.2675910049935133,985.3515625,1236400.9880720002,2004.02.13.08.42.39,133,851
0.07775600390052285,0.5009742049448347,-0.04048983729366075,0.7929999999999999,0.444,5.71016998980595,0.07773648715807786,1.2744937336542488,985.3515625,1268572.749744,2004.02.13.08.52.39,134,850
0.07829207447616425,0.5043214057082972,-0.010466708749160964,0.752,0.403,5.147392027818754,0.07826863791312964,1.2733067292578992,985.3515625,1286249.499792,2004.02.13.09.02.39,135,849
0.0777104419815558,0.36575096348616176,0.03004331626247216,0.767,0.396,5.095840274515344,0.07768923353990882,1.2671176073578057,985.3515625,1267142.2982480004,2004.02.13.09.12.39,136,848
0.0764751437227932,0.414344141995989,-0.01321660942407525,0.71,0.361,4.720488022991515,0.07646021146629738,1.27142888502165,985.3515625,1226983.829416,2004.02.13.09.22.39,137,847
0.07780436422076126,0.6014461458186253,0.0122273105415247,0.827,0.417,5.359596523619276,0.07777577431787479,1.2713851610271965,985.3515625,1270447.0634640004,2004.02.13.09.32.39,138,846
0.07521345503538164,0.30698502024014074,0.005750047966008054,0.6559999999999999,0.344,4.573649752403699,0.07519706579186627,1.2663811357394383,985.3515625,1186888.883388,2004.02.13.09.42.39,139,845
0.0767870829209941,0.41097110395467995,0.014519336533486688,0.698,0.361,4.701311552249371,0.0767530013997796,1.2705276886599823,985.3515625,1237627.582296,2004.02.13.09.52.39,140,844
0.0774211301679611,0.5054325389849681,0.011219183120541223,0.825,0.439,5.670286639417591,0.07738122314840569,1.2695474197976706,985.3515625,1258325.304712,2004.02.13.10.02.39,141,843
0.07658231248752874,0.6014717502352931,-0.04625679727988909,0.915,0.515,6.7247904022729355,0.07656727848982116,1.2706802860110544,985.3515625,1230431.104038,2004.02.13.10.12.39,142,842
0.07677764732593889,0.28597461341432506,-0.019917278409343122,0.679,0.371,4.832135561865019,0.07675272619891595,1.2661988233796748,985.3515625,1237026.4402780002,2004.02.13.10.22.39,143,841
0.07591135480982078,0.37370992394610836,-0.04568723135225669,0.751,0.417,5.493249343852469,0.07587837229944051,1.2685712776780622,985.3515625,1209538.250926,2004.02.13.10.32.39,144,840
0.07588479877779788,0.5015377766649429,0.04177503327014093,0.7809999999999999,0.425,5.600594675680224,0.07586668476711636,1.2699046002842767,985.3515625,1208221.9179280002,2004.02.13.10.42.39,145,839
0.0760569816198684,0.31566591755670315,0.01132948031324153,0.725,0.381,5.009402054688839,0.07604416368123817,1.2662684768938213,985.3515625,1213539.011446,2004.02.13.10.52.39,146,838
0.07562556107746408,0.41613074153885377,0.041222561007466414,0.8180000000000001,0.452,5.9768151609085125,0.07557396193664329,1.2673236911727113,985.3515625,1201039.8236560002,2004.02.13.11.02.39,147,837
